fire_rate_profile,level,chapter,grade,grade_zh,max_progress_pct,base_hp_pct,cleared,edge_reached,timed_out,unwinnable_reason,clear_time_seconds,clear_time_cap_seconds,weapon,character_level,weapon_level,armor_level,chip_level,pet_level,signature_level,gold_before,xp_before,stars_before,crowd_dps,boss_dps
tier_a,33,4,easy,轻松,0.63,100.0,True,False,False,,94.021,180.0,weapon_scattergun,10,25,10,7,0,2,433,1729,1,20441.66,2233.34
tier_a,34,4,easy,轻松,0.5,100.0,True,False,False,,116.827,180.0,weapon_scattergun,10,26,10,8,0,2,84,456,3,25544.11,3395.92
tier_a,35,4,high,难度高,100.0,98.5,True,True,False,,86.713,180.0,weapon_scattergun,10,27,10,8,0,2,243,1414,5,26628.75,5310.17
tier_a,36,4,easy,轻松,0.7,100.0,True,False,False,,95.869,180.0,weapon_scattergun,10,28,10,9,0,2,344,763,7,24151.62,2817.55
tier_a,37,4,easy,轻松,0.41,100.0,True,False,False,,109.926,180.0,weapon_scattergun,10,29,10,9,0,2,536,1774,9,29571.33,3931.31
tier_a,38,4,easy,轻松,0.64,100.0,True,False,False,,119.14,180.0,weapon_scattergun,10,30,10,10,0,2,211,930,11,26954.91,2944.94
tier_a,39,4,easy,轻松,0.32,100.0,True,False,False,,124.954,180.0,weapon_scattergun,10,31,10,10,0,2,289,125,13,32709.93,4348.56
tier_a,40,4,high,难度高,100.0,98.64,True,True,False,,99.544,180.0,weapon_scattergun,10,32,10,10,0,2,478,1101,15,33957.85,6771.7
tier_a,41,5,easy,轻松,0.38,100.0,True,False,False,,112.53,180.0,weapon_scattergun,10,33,10,10,0,2,370,409,1,34730.11,3492.83
tier_a,42,5,easy,轻松,0.3,100.0,True,False,False,,121.444,180.0,weapon_scattergun,10,34,10,10,0,2,28,1719,3,36832.48,4834.38
tier_a,43,5,easy,轻松,0.59,100.0,True,False,False,,129.33,180.0,weapon_scattergun,10,35,10,10,0,3,93,83,5,39432.24,4014.4
tier_a,44,5,easy,轻松,0.33,100.0,True,False,False,,103.284,180.0,weapon_scattergun,10,36,10,11,0,3,28,1394,7,46784.56,5705.46
tier_a,45,5,high,难度高,100.0,98.75,True,True,False,,102.047,180.0,weapon_scattergun,10,37,10,11,0,3,199,640,9,48406.43,8854.88
tier_a,46,5,easy,轻松,0.53,100.0,True,False,False,,121.897,180.0,weapon_scattergun,10,38,10,11,0,3,802,14,1,47261.71,5029.25
tier_a,47,5,easy,轻松,0.35,100.0,True,False,False,,130.897,180.0,weapon_scattergun,11,39,10,11,0,3,132,1340,3,50558.79,7037.53
tier_a,48,5,easy,轻松,0.91,100.0,True,False,False,,104.936,180.0,weapon_scattergun,11,40,10,11,0,3,534,2398,5,47255.93,5304.98
tier_a,49,5,easy,轻松,0.42,100.0,True,False,False,,109.813,180.0,weapon_scattergun,11,41,10,11,0,3,425,3810,7,48783.31,5476.45
tier_a,50,5,high,难度高,100.0,98.46,True,True,False,,122.115,180.0,weapon_scattergun,11,42,10,11,6,3,552,1013,1,74421.63,15538.67
tier_a,51,6,easy,轻松,0.23,100.0,True,False,False,,131.364,180.0,weapon_scattergun,11,43,10,11,6,3,34,2828,3,76693.58,10675.36
tier_a,52,6,easy,轻松,0.4,100.0,True,False,False,,104.026,180.0,weapon_scattergun,12,44,10,11,6,3,19,3776,5,74759.15,8392.51
tier_a,53,6,easy,轻松,0.39,100.0,True,False,False,,114.541,180.0,weapon_scattergun,12,45,10,11,8,3,136,1543,7,87385.19,12163.58
tier_a,54,6,easy,轻松,0.33,100.0,True,False,False,,118.304,180.0,weapon_scattergun,12,46,10,11,9,3,30,2879,9,91652.9,9753.03
tier_a,55,6,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,136.064,180.0,weapon_scattergun,12,47,10,12,9,3,211,550,11,96825.94,15391.81
tier_a,56,6,easy,轻松,0.36,100.0,True,False,False,,107.445,180.0,weapon_scattergun,12,48,11,12,9,3,221,2348,13,104444.06,9954.01
tier_a,57,6,easy,轻松,0.35,100.0,True,False,False,,117.494,180.0,weapon_scattergun,13,49,11,12,9,3,236,3897,15,105038.48,13215.47
tier_a,58,6,easy,轻松,0.29,100.0,True,False,False,,120.223,180.0,weapon_scattergun,13,50,11,12,9,3,211,1427,17,124547.06,15669.95
tier_a,59,6,easy,轻松,0.28,100.0,True,False,False,,131.095,180.0,weapon_scattergun,13,50,11,12,9,3,70,3050,19,125194.62,15751.42
tier_a,60,6,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,96.143,190.0,weapon_scattergun,13,50,11,12,9,3,217,905,21,122569.98,18451.21
tier_a,61,7,easy,轻松,0.46,100.0,True,False,False,,117.259,190.0,weapon_scattergun,13,50,11,13,9,3,138,2946,23,125293.24,12574.11
tier_a,62,7,easy,轻松,0.39,100.0,True,False,False,,122.508,190.0,weapon_scattergun,13,50,12,13,9,3,0,476,25,127976.2,16101.39
tier_a,63,7,easy,轻松,0.39,100.0,True,False,False,,118.409,190.0,weapon_scattergun,14,50,12,14,9,3,134,2152,27,131943.68,11972.1
tier_a,64,7,easy,轻松,0.35,100.0,True,False,False,,141.626,190.0,weapon_scattergun,15,50,12,14,9,3,598,3405,29,143204.42,18017.33
tier_a,65,7,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,119.559,190.0,weapon_scattergun,15,50,12,14,9,4,115,18,31,176728.82,26604.07
tier_a,66,7,easy,轻松,0.29,100.0,True,False,False,,123.687,190.0,weapon_scattergun,16,50,12,14,9,4,580,2352,33,182053.09,16518.85
tier_a,67,7,easy,轻松,0.23,100.0,True,False,False,,117.99,190.0,weapon_scattergun,16,50,12,14,10,4,70,549,35,189442.53,23834.8
tier_a,68,7,easy,轻松,0.45,100.0,True,False,False,,143.46,190.0,weapon_scattergun,16,50,12,14,10,4,812,2280,37,186435.28,18710.16
tier_a,69,7,easy,轻松,0.48,100.0,True,False,False,,115.155,190.0,weapon_scattergun,17,50,12,14,10,4,495,506,39,243605.32,27466.74
tier_a,70,7,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,121.764,245.0,weapon_scattergun,17,50,12,14,10,4,614,2362,41,242345.3,40987.01
tier_a,71,8,easy,轻松,0.33,100.0,True,False,False,,136.767,245.0,weapon_scattergun,18,50,13,14,10,4,389,744,43,218681.86,24656.6
tier_a,72,8,easy,轻松,0.31,100.0,True,False,False,,147.218,245.0,weapon_scattergun,18,50,13,15,10,4,681,3054,45,257704.83,29056.48
tier_a,73,8,easy,轻松,0.24,100.0,True,False,False,,117.579,245.0,weapon_scattergun,19,50,13,15,10,4,121,1300,47,351875.87,28894.92
tier_a,74,8,easy,轻松,0.24,100.0,True,False,False,,128.033,245.0,weapon_scattergun,19,50,14,16,11,4,484,3782,49,276775.95,31206.76
tier_a,75,8,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,136.534,245.0,weapon_scattergun,20,50,14,16,11,4,773,6037,51,287750.37,48666.21
tier_a,76,8,easy,轻松,0.24,100.0,True,False,False,,146.789,245.0,weapon_scattergun,20,50,15,16,11,4,15,8192,53,287750.37,32444.14
tier_a,77,8,easy,轻松,0.42,100.0,True,False,False,,118.835,245.0,weapon_scattergun,20,50,15,16,12,4,2,2051,55,381886.91,31359.33
tier_a,78,8,easy,轻松,0.39,100.0,True,False,False,,130.759,245.0,weapon_scattergun,20,50,15,17,12,4,821,4292,57,257274.97,29008.01
tier_a,79,8,easy,轻松,0.27,100.0,True,False,False,,132.131,245.0,weapon_scattergun,21,50,15,17,12,4,900,6663,59,308432.4,34776.06
tier_a,80,8,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,151.672,310.0,weapon_scattergun,21,50,15,17,12,4,734,576,61,308432.4,52164.09
tier_a,81,9,easy,轻松,0.67,100.0,True,False,False,,121.96,310.0,weapon_scattergun,23,50,16,18,12,4,176,3982,63,340218.29,38193.12
tier_a,82,9,easy,轻松,0.37,100.0,True,False,False,,134.454,310.0,weapon_scattergun,23,50,16,19,13,4,389,6303,65,376024.52,34119.13
tier_a,83,9,easy,轻松,0.3,100.0,True,False,False,,134.784,310.0,weapon_scattergun,23,50,17,19,13,4,881,106,67,433932.3,39373.48
tier_a,84,9,easy,轻松,0.13,100.0,True,False,False,,145.78,310.0,weapon_scattergun,23,50,17,19,13,4,921,2476,69,1033670.4,84881.71
tier_a,85,9,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,118.238,310.0,weapon_scattergun,24,50,18,20,13,4,176,5073,71,458390.69,62389.11
tier_a,86,9,easy,轻松,0.23,100.0,True,False,False,,137.546,310.0,weapon_scattergun,24,50,18,20,14,4,381,51,73,463583.39,42063.91
tier_a,87,9,easy,轻松,0.11,100.0,True,False,False,,138.389,310.0,weapon_scattergun,25,50,18,21,14,4,534,2656,75,1204664.31,98923.19
tier_a,88,9,easy,轻松,0.26,100.0,True,False,False,,148.693,310.0,weapon_scattergun,26,50,18,21,14,4,50,5587,77,523631.28,47512.44
tier_a,89,9,easy,轻松,0.37,100.0,True,False,False,,159.135,310.0,weapon_scattergun,26,50,19,21,14,4,637,133,79,540753.27,41171.96
tier_a,90,9,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,133.753,350.0,weapon_scattergun,27,50,19,21,14,4,663,3067,81,1290758.81,158989.49
tier_a,91,10,easy,轻松,0.13,100.0,True,False,False,,122.817,350.0,weapon_scattergun,27,50,19,22,15,4,721,6305,83,1329163.45,109146.66
tier_a,92,10,easy,轻松,0.39,100.0,True,False,False,,149.752,350.0,weapon_scattergun,27,50,19,22,16,4,91,8442,85,489011.89,44371.2
tier_a,93,10,easy,轻松,0.25,100.0,True,False,False,,159.459,350.0,weapon_scattergun,28,50,19,22,16,4,649,2987,87,611585.95,52954.82
tier_a,94,10,easy,轻松,0.07,100.0,True,False,False,,128.741,350.0,weapon_scattergun,28,50,20,22,16,4,710,4845,89,3978584.4,169404.48
tier_a,95,10,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,122.616,350.0,weapon_scattergun,28,50,20,23,16,4,596,8161,91,4049652.92,258645.77
tier_a,96,10,easy,轻松,0.38,100.0,True,False,False,,149.784,350.0,weapon_scattergun,28,50,20,23,16,5,1221,1,93,703433.46,51487.23
tier_a,97,10,easy,轻松,0.34,100.0,True,False,False,,159.488,350.0,weapon_scattergun,28,50,20,23,16,5,718,2893,95,686210.41,59416.26
tier_a,98,10,easy,轻松,0.08,100.0,True,False,False,,128.744,350.0,weapon_scattergun,29,50,21,24,17,5,885,5636,97,4751432.88,202311.66
tier_a,99,10,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,141.456,460.0,weapon_scattergun,29,50,21,24,17,5,1428,8286,99,1955322.17,240847.22
