fire_rate_profile,level,chapter,grade,grade_zh,max_progress_pct,base_hp_pct,cleared,edge_reached,timed_out,unwinnable_reason,clear_time_seconds,clear_time_cap_seconds,weapon,character_level,weapon_level,armor_level,chip_level,pet_level,signature_level,gold_before,xp_before,stars_before,crowd_dps,boss_dps
tier_b,51,6,easy,轻松,29.95,100.0,True,False,False,,37.542,180.0,weapon_scattergun,13,37,10,12,6,3,537,3772,3,83458.84,10750.17
tier_b,52,6,easy,轻松,1.23,100.0,True,False,False,,26.878,180.0,weapon_scattergun,13,37,10,12,7,3,267,720,5,75514.82,6930.35
tier_b,53,6,easy,轻松,15.53,100.0,True,False,False,,23.015,180.0,weapon_scattergun,13,37,10,12,7,3,105,2487,7,80626.58,7816.32
tier_b,54,6,easy,轻松,25.44,100.0,True,False,False,,29.914,180.0,weapon_scattergun,13,37,10,12,7,3,70,3823,9,74851.14,8177.81
tier_b,55,6,easy,轻松,25.75,100.0,True,False,False,,50.087,180.0,weapon_scattergun,13,37,10,12,7,3,548,1494,11,127410.16,27155.7
tier_b,56,6,easy,轻松,23.67,100.0,True,False,False,,29.234,180.0,weapon_scattergun,13,37,10,12,8,3,185,3292,13,76406.88,7012.21
tier_b,57,6,easy,轻松,32.58,100.0,True,False,False,,80.549,180.0,weapon_scattergun,13,37,11,12,8,3,232,841,15,80991.29,7432.95
tier_b,58,6,easy,轻松,33.25,100.0,True,False,False,,41.487,180.0,weapon_scattergun,13,38,11,12,8,3,666,2371,17,90364.01,11369.19
tier_b,59,6,easy,轻松,49.02,100.0,True,False,False,,43.564,180.0,weapon_venomlauncher,14,14,11,12,8,3,270,3994,19,99273.06,4121.21
tier_b,60,6,unwinnable,不可胜,100.0,0.0,False,True,False,base_destroyed,114.944,190.0,weapon_scattergun,14,38,11,12,8,3,737,1849,21,97225.13,13384.2
tier_b,61,7,easy,轻松,45.0,100.0,True,False,False,,41.762,190.0,weapon_scattergun,14,39,11,12,8,3,329,98,23,95849.29,9619.19
tier_b,62,7,easy,轻松,26.82,100.0,True,False,False,,36.08,190.0,weapon_scattergun,15,39,11,12,8,3,203,1628,25,117163.54,10752.64
tier_b,63,7,easy,轻松,0.68,100.0,True,False,False,,28.68,190.0,weapon_scattergun,15,39,11,13,8,3,328,3304,27,241890.42,12016.55
tier_b,64,7,easy,轻松,39.21,100.0,True,False,False,,47.47,190.0,weapon_scattergun,15,39,11,13,8,3,384,557,29,112655.47,10338.91
tier_b,65,7,light_pressure,略有压力,59.52,100.0,True,False,False,,43.347,190.0,weapon_scattergun,15,39,11,13,9,3,217,2579,31,308507.03,55690.95
tier_b,66,7,easy,轻松,7.75,100.0,True,False,False,,29.432,190.0,weapon_scattergun,15,39,11,13,9,3,145,965,33,244725.36,12157.38
tier_b,67,7,easy,轻松,7.28,100.0,True,False,False,,47.968,190.0,weapon_scattergun,15,39,11,13,9,3,399,3162,35,121954.09,11192.29
tier_b,68,7,light_pressure,略有压力,71.12,100.0,True,False,False,,65.299,190.0,weapon_scattergun,15,40,11,13,9,3,149,893,37,281986.42,13299.18
tier_b,69,7,easy,轻松,1.05,100.0,True,False,False,,36.732,190.0,weapon_scattergun,15,40,12,13,9,3,307,3119,39,304116.03,14471.92
tier_b,70,7,high,难度高,100.0,99.44,True,True,False,,39.158,245.0,weapon_scattergun,15,40,12,14,9,3,83,975,41,648711.06,124686.02
tier_b,71,8,easy,轻松,12.76,100.0,True,False,False,,35.265,245.0,weapon_scattergun,16,40,12,14,9,3,220,3417,43,304563.12,14493.2
tier_b,72,8,easy,轻松,1.86,100.0,True,False,False,,35.852,245.0,weapon_scattergun,16,40,12,14,9,4,142,327,45,355291.81,16907.22
tier_b,73,8,easy,轻松,0.86,100.0,True,False,False,,29.924,245.0,weapon_scattergun,16,40,12,14,9,4,363,2573,47,347593.02,15875.67
tier_b,74,8,easy,轻松,3.44,100.0,True,False,False,,50.09,245.0,weapon_scattergun,16,40,12,14,10,4,58,1055,49,384763.69,18309.69
tier_b,75,8,high,难度高,100.0,99.48,True,True,False,,61.394,245.0,weapon_scattergun,16,40,12,14,10,4,789,3310,51,745656.41,143319.48
tier_b,76,8,light_pressure,略有压力,81.86,100.0,True,False,False,,61.421,245.0,weapon_scattergun,16,41,12,14,10,4,823,5670,53,396872.77,18885.92
tier_b,77,8,easy,轻松,30.87,100.0,True,False,False,,55.856,245.0,weapon_scattergun,16,42,12,14,10,4,28,8029,55,392933.94,17641.35
tier_b,78,8,easy,轻松,19.05,100.0,True,False,False,,51.452,245.0,weapon_scattergun,16,42,12,14,10,4,100,1770,57,397680.46,18924.36
tier_b,79,8,easy,轻松,1.26,100.0,True,False,False,,44.154,245.0,weapon_scattergun,16,42,12,14,10,4,539,4141,59,437766.65,20831.93
tier_b,80,8,easy,轻松,26.53,100.0,True,False,False,,61.032,310.0,weapon_scattergun,16,43,12,14,10,4,299,6554,61,817127.86,157056.7
tier_b,81,9,easy,轻松,0.75,100.0,True,False,False,,30.927,310.0,weapon_scattergun,16,43,12,14,10,4,727,1460,63,500569.02,22862.57
tier_b,82,9,easy,轻松,8.45,100.0,True,False,False,,34.686,310.0,weapon_scattergun,16,43,13,14,10,4,387,3781,65,494994.0,20360.84
tier_b,83,9,easy,轻松,1.01,100.0,True,False,False,,44.512,310.0,weapon_scattergun,16,43,13,14,11,4,79,6084,67,506397.92,23128.79
tier_b,84,9,easy,轻松,5.66,100.0,True,False,False,,30.834,310.0,weapon_scattergun,17,43,13,14,11,4,669,8454,69,736184.26,33052.08
tier_b,85,9,high,难度高,100.0,99.54,True,True,False,,43.958,310.0,weapon_scattergun,17,43,13,15,11,4,139,2551,71,1048090.86,201449.13
tier_b,86,9,easy,轻松,24.71,100.0,True,False,False,,49.579,310.0,weapon_scattergun,17,44,13,15,11,4,834,6035,73,545575.76,25962.23
tier_b,87,9,easy,轻松,0.54,100.0,True,False,False,,47.426,310.0,weapon_scattergun,17,45,14,15,11,4,11,140,75,1162736.15,49508.24
tier_b,88,9,easy,轻松,24.14,100.0,True,False,False,,41.106,310.0,weapon_scattergun,17,45,14,15,11,4,298,3071,77,561706.93,26729.86
tier_b,89,9,easy,轻松,20.95,100.0,True,False,False,,40.959,310.0,weapon_scattergun,17,45,14,15,11,4,918,6117,79,580105.69,23797.95
tier_b,90,9,high,难度高,100.0,98.93,True,True,False,,40.517,350.0,weapon_scattergun,17,46,14,15,11,4,909,551,81,1373880.78,209148.7
tier_b,91,10,easy,轻松,0.51,100.0,True,False,False,,29.576,350.0,weapon_scattergun,18,46,14,15,11,4,798,3865,83,1246259.21,53064.58
tier_b,92,10,easy,轻松,40.95,100.0,True,False,False,,51.309,350.0,weapon_scattergun,18,46,14,15,11,4,877,6007,85,536018.64,25507.44
tier_b,93,10,easy,轻松,47.87,100.0,True,False,False,,38.779,350.0,weapon_scattergun,19,47,14,15,11,4,2,562,87,714758.96,34013.12
tier_b,94,10,easy,轻松,0.5,100.0,True,False,False,,38.447,350.0,weapon_scattergun,19,47,14,15,11,4,75,2424,89,2230959.61,94992.22
tier_b,95,10,high,难度高,100.0,99.02,True,True,False,,48.828,350.0,weapon_scattergun,19,48,14,15,11,4,455,5759,91,1946806.46,239798.29
tier_b,96,10,easy,轻松,16.4,100.0,True,False,False,,54.397,350.0,weapon_scattergun,19,48,14,16,11,4,811,329,93,799222.03,31552.52
tier_b,97,10,easy,轻松,6.38,100.0,True,False,False,,45.249,350.0,weapon_scattergun,19,49,14,16,11,4,148,3232,95,771769.25,36726.06
tier_b,98,10,easy,轻松,0.82,100.0,True,False,False,,36.627,350.0,weapon_scattergun,19,50,14,17,11,4,22,5984,97,2527279.21,107609.24
tier_b,99,10,high,难度高,100.0,98.83,True,True,False,,46.069,460.0,weapon_scattergun,19,50,15,17,11,4,439,148,99,2131580.79,262557.91
